=== Мониторинг приложения на порту 3010 ===
Начало: Вт мая  5 19:24:12 MSK 2026
Интервал: 2 секунды
-------------------------------------------
Время           | CPU% | MEM% | RSS_MB | Потоки
19:32:58         |  8.6 |  3.3 |    555 |     12
19:33:00         |  8.3 |  3.1 |    519 |     12
19:33:02         |  8.7 |  3.6 |    601 |     12
19:33:04         |  8.9 |  3.6 |    602 |     12
19:33:06         |  8.0 |  2.9 |    486 |     12
19:33:08         |  9.1 |  3.5 |    585 |     12
19:33:10         |  8.8 |  3.1 |    521 |     12
19:33:12         |  8.5 |  3.3 |    554 |     12
19:33:14         |  9.5 |  3.8 |    632 |     12
19:33:16         |  8.6 |  3.3 |    554 |     12
19:33:18         |  9.5 |  3.4 |    566 |     12
19:33:20         |  9.1 |  3.8 |    634 |     12
19:33:22         |  9.8 |  3.8 |    636 |     12
19:33:24         |  8.8 |  3.7 |    620 |     12
19:33:26         |  9.3 |  3.0 |    504 |     12
19:33:28         |  9.4 |  3.7 |    614 |     12
19:33:30         |  9.8 |  3.5 |    586 |     12
19:33:32         |  9.7 |  4.4 |    735 |     12
19:33:34         |  9.6 |  4.8 |    802 |     12
19:33:36         |  9.5 |  4.9 |    817 |     12
19:33:38         | 10.7 |  5.9 |    980 |     12
19:33:40         | 10.3 |  5.5 |    918 |     12
19:33:42         | 10.6 |  5.9 |    984 |     12
19:33:44         | 10.0 |  6.0 |    999 |     12
19:33:46         | 10.9 |  5.8 |    969 |     12
19:33:48         | 11.3 |  5.8 |    967 |     12
19:33:50         | 11.0 |  6.1 |   1019 |     12
